county,pin_normalized,sale_date,sale_price,document_number,deed_type,is_arms_length,filter_flags,source,source_url,extracted_at,confidence_score,parcel_address,township
dupage,1001104014,2017-01-20,300000.0,R2017-010588,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:08.056066,2,15W601 89TH ST HINSDALE IL 60521,
dupage,0935203014,2017-02-09,2160000.0,R2017-016052,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:08.056566,2,224 SHORE CT BURR RIDGE IL 60527,
dupage,1001401035,2017-02-17,210000.0,R2017-019305,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:08.056772,2,9265 FOREST EDGE LN BURR RIDGE IL 60527,
dupage,0936304054,2017-02-27,490000.0,R2017-023252,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:08.05708,2,8512 WALREDON AVE BURR RIDGE IL 60521,
dupage,0913307001,2017-03-06,1075000.0,R2017-023458,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:08.057369,2,6101 WILDWOOD LN BURR RIDGE IL 60521,
dupage,0936406007,2017-03-23,540000.0,R2017-029694,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:34.275381,2,8617 HEATHER DR BURR RIDGE IL 60521,
dupage,0936200037,2017-03-23,415000.0,R2017-054306,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:34.275411,2,367 OLD OAK CT BURR RIDGE IL 60527,
dupage,0925304010,2017-03-29,511500.0,R2017-032334,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:34.275583,2,7728 S GRANT ST BURR RIDGE IL 60527,
dupage,1001406014,2017-04-05,505000.0,R2017-034521,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:34.275872,2,20 RODEO DR BURR RIDGE IL 60521,
dupage,1001106034,2017-04-26,840000.0,R2017-048614,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:34.276708,2,5 TODOR CT BURR RIDGE IL 60527,
dupage,0924205005,2017-04-27,1150000.0,R2017-051355,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:34.276757,2,6951 FIELDSTONE DR BURR RIDGE IL 60527,
dupage,0913403029,2017-04-28,1470000.0,R2017-043241,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:34.27687,2,15W252 62ND ST BURR RIDGE IL 60527,
dupage,1002403011,2017-05-01,249000.0,R2017-048144,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:34.276947,2,16W281 94TH ST BURR RIDGE IL 60527,
dupage,0936304039,2017-05-08,630000.0,R2017-050304,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:34.277229,2,8498 WALREDON AVE BURR RIDGE IL 60527,
dupage,0913302038,2017-05-11,1000000.0,R2017-050354,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:34.27742,2,2 RIDGE FARM RD BURR RIDGE IL 60527,
dupage,0936206015,2017-05-18,772500.0,R2017-051746,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:34.277764,2,8201 KATHRYN CT BURR RIDGE IL 60527,
dupage,0925400007,2017-05-26,330000.0,R2018-004634,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:52.18991,2,7606 HAMILTON AVE BURR RIDGE IL 60527,
dupage,0936104034,2017-05-31,517500.0,R2017-060828,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:52.190112,2,26 PINE TREE LN BURR RIDGE IL 60527,
dupage,1001301006,2017-06-08,420000.0,R2017-058102,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:52.190574,2,10S571 MADISON ST BURR RIDGE IL 60521,
dupage,0936403003,2017-06-16,338000.0,R2017-064041,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:52.19101,2,364 TAMERTON PKWY BURR RIDGE IL 60527,
dupage,1001203006,2017-06-19,520000.0,R2017-063433,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:52.19111,2,4 BRIDLE CT BURR RIDGE IL 60521,
dupage,0925111024,2017-06-19,365900.0,R2017-070382,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:52.191118,2,107 CHESTNUT HILLS BURR RIDGE IL 60527,
dupage,0924200034,2017-06-30,402500.0,R2017-074067,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:52.191887,2,15W250 PLAINFIELD RD BURR RIDGE IL 60527,
dupage,0936404047,2017-07-06,1125000.0,R2017-076781,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:52.192046,2,9 HIDDEN LAKE DR BURR RIDGE IL 60527,
dupage,0936307002,2017-07-06,485000.0,R2017-076682,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:52.192067,2,424 KIRKWOOD CV BURR RIDGE IL 60527,
dupage,1001209012,2017-07-08,335000.0,R2017-076001,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:52.192186,2,6 SHENANDOAH CT BURR RIDGE IL 60527,
dupage,1002404011,2017-07-17,420000.0,R2017-074363,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:52.192558,2,16W280 94TH PL BURR RIDGE IL 60527,
dupage,1001109015,2017-07-30,472500.0,R2017-084214,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:55.258417,2,8 MORGAN CT BURR RIDGE IL 60527,
dupage,0924309006,2017-08-11,6000000.0,R2017-084735,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:55.259207,2,7055 BURR RIDGE BLVD WILLOWBROOK IL 60527,
dupage,1001302073,2017-08-17,605000.0,R2017-092032,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:55.259484,2,9101 DEVON RIDGE DR BURR RIDGE IL 60527,
dupage,0936209052,2017-08-26,162500.0,R2017-092847,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:55.25991,2,"7994 GARFIELD AVE # 13-4 BURR RIDGE IL 60527",
dupage,1001304018,2017-08-29,670000.0,R2017-092792,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:55.260004,2,725 PROVENCAL DR BURR RIDGE IL 60527,
dupage,1001401058,2017-09-07,879000.0,R2017-095122,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:55.260406,2,9227 GARFIELD AVE BURR RIDGE IL 60527,
dupage,0925202005,2017-09-12,94000.0,R2017-098148,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:55.260587,2,7239 GIDDINGS AVE BURR RIDGE IL 60527,
dupage,0925202004,2017-09-12,310000.0,R2017-098146,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:55.260593,2,7239 GIDDINGS AVE BURR RIDGE IL 60521,
dupage,1001105007,2017-09-15,575000.0,R2017-101842,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:55.260735,2,8749 AINTREE LN BURR RIDGE IL 60527,
dupage,1001308025,2017-09-29,369000.0,R2017-106506,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:55.261294,2,50 OAK CREEK DR BURR RIDGE IL 60527,
dupage,0925403013,2017-10-11,350000.0,R2017-111106,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:55.261658,2,311 79TH ST BURR RIDGE IL 60527,
dupage,1011200014,2017-10-12,521000.0,R2017-109023,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:55.261706,2,16W280 95TH PL BURR RIDGE IL 60527,
dupage,0936310014,2017-10-19,675000.0,R2017-114400,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:58.463426,2,8473 KIMBERLY CT BURR RIDGE IL 60521,
dupage,0936304055,2017-10-24,560000.0,R2017-113742,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:58.4637,2,8500 WALREDON AVE BURR RIDGE IL 60527,
dupage,1011207020,2017-10-25,1350000.0,R2017-112251,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:58.463751,2,9515 FALLING WATERS BURR RIDGE IL 60527,
dupage,0925401025,2017-11-09,860000.0,R2017-121236,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:58.464576,2,7620 DREW AVE BURR RIDGE IL 60527,
dupage,0913303016,2017-11-10,335000.0,R2017-121271,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:58.464625,2,15W522 63RD ST BURR RIDGE IL 60521,
dupage,0924408001,2017-11-22,330000.0,R2017-121656,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:58.46506,2,"7055 VETERANS BLVD # A BURR RIDGE IL 60527",
dupage,0925107056,2017-11-30,250000.0,R2017-124427,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:58.465294,2,15W640 74TH ST BURR RIDGE IL 60527,
dupage,0913400032,2017-12-08,1050000.0,R2017-126859,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:58.465585,2,15W330 60TH ST BURR RIDGE IL 60527,
dupage,0936408009,2017-12-27,705000.0,R2018-001443,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:58.46618,2,37 FAWN CT BURR RIDGE IL 60527,
dupage,0924401009,2017-12-29,500000.0,R2018-002505,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:58.466302,2,6706 FIELDSTONE DR BURR RIDGE IL 60527,
dupage,0924201026,2018-01-02,3356000.0,R2018-002586,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:58.466362,2,89 S CABERNET CT BURR RIDGE IL 60527,
dupage,0935402038,2018-01-20,1050000.0,R2018-024262,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:58.466798,2,8501 TIMBER RIDGE DR BURR RIDGE IL 60527,
dupage,0925303018,2018-01-23,5050000.0,R2018-009567,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:42:58.466838,2,412 ROCKWELL CT BURR RIDGE IL 60527,
dupage,1001401055,2018-02-09,225000.0,R2018-013887,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:43:09.134494,2,9161 GARFIELD AVE BURR RIDGE IL 60527,
dupage,0913301042,2018-02-26,740000.0,R2018-029450,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:43:09.134948,2,573 60TH PL BURR RIDGE IL 60527,
dupage,0935402053,2018-02-28,1175000.0,R2018-021608,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:43:09.135092,2,8425 MEADOWBROOK DR BURR RIDGE IL 60527,
dupage,1001403006,2018-03-07,260000.0,R2018-073772,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:43:09.135344,2,10S521 DREW AVE BURR RIDGE IL 60527,
dupage,1002409031,2018-03-16,250000.0,R2018-024983,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:43:09.135654,2,9476 FALLING WATERS BURR RIDGE IL 60527,
dupage,0913308018,2018-03-23,1455000.0,R2018-026906,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:43:09.135953,2,12 ANDREW CT BURR RIDGE IL 60527,
dupage,0913301002,2018-03-26,1075000.0,R2018-030331,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:43:09.136052,2,134 W 59TH ST BURR RIDGE IL 60527,
dupage,0925111005,2018-03-29,381000.0,R2018-035528,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:43:09.136236,2,7310 CHESTNUT HILLS BURR RIDGE IL 60527,
dupage,0936406017,2018-04-13,605000.0,R2018-032979,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:43:09.136833,2,105 LAKEWOOD CIR BURR RIDGE IL 60521,
dupage,0924405030,2018-04-23,6000000.0,R2018-037688,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:43:09.137305,2,15W060 N FRONTAGE RD BURR RIDGE IL 60527,
dupage,0936304043,2018-04-24,515000.0,R2018-039636,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:43:09.137368,2,8513 CLYNDERVEN RD BURR RIDGE IL 60527,
dupage,0936311031,2018-05-03,511400.0,R2018-051870,warranty,true,[],mydec,https://illinois-edp.data.socrata.com/resource/it54-y4c6.json,2026-04-25 23:43:13.222338,2,561 87TH ST BURR RIDGE IL 60527,
