county,pin_normalized,sale_date,sale_price,document_number,deed_type,is_arms_length,confidence_score,address_normalized,building_sqft,year_built,bedrooms,bathrooms,lot_sqft,assessed_value
dupage,0925400005,2022-10-05,660000.0,DPSOA-22091253,trustee,false,3,7524 HAMILTON AVE BURR RIDGE IL 60527,,,,,100623.6,174330.0
dupage,0925400011,2024-06-06,364000.0,DPSOA-24031344,trustee,false,3,7630 S HAMILTON AVE BURR RIDGE IL 60527,,,,,122839.2,191518.0
dupage,0925401008,2022-06-13,700000.0,DPSOA-56901,other,false,3,7607 HAMILTON AVE BURR RIDGE IL 60527,,,,,40510.8,202180.0
dupage,0925401009,2022-05-26,460000.0,R2022-060267,warranty,true,3,7611 HAMILTON AVE BURR RIDGE IL 60527,,,,,40510.8,138040.0
dupage,0925401025,2022-03-29,1080000.0,DPSOA-31999,warranty,true,3,7620 DREW AVE BURR RIDGE IL 60527,,,,,40510.8,272750.0
dupage,0925402002,2023-06-23,500000.0,DPSOA-23039535,executor,false,3,120 75TH ST BURR RIDGE IL 60527,,,,,41382.0,176920.0
dupage,0925402003,2021-09-16,1057000.0,DPSOA-138520,other,false,3,7511 DREW AVE BURR RIDGE IL 60527,,,,,40510.8,257080.0
dupage,0925402017,2021-04-06,815000.0,DPSOA-53813,other,false,3,7508 S COUNTY LINE RD BURR RIDGE IL 60527,,,,,31798.8,237880.0
dupage,0925403007,2021-08-16,850000.0,DPSOA-122586,warranty,true,3,7810 HAMILTON AVE BURR RIDGE IL 60527,,,,,101059.2,291260.0
dupage,0925403013,2021-03-10,550000.0,DPSOA-38188,warranty,true,3,311 79TH ST BURR RIDGE IL 60527,,,,,40075.200000000004,143080.0
dupage,0925403014,2022-10-12,775000.0,DPSOA-22092923,warranty,true,3,307 79TH ST BURR RIDGE IL 60527,,,,,40075.200000000004,223850.0
dupage,0925404001,2024-06-07,399900.0,DPSOA-24031533,trustee,false,3,7703 HAMILTON AVE BURR RIDGE IL 60527,,,,,40510.8,101883.0
dupage,0925404001,2021-09-08,299500.0,R2021-134397,warranty,true,3,7703 HAMILTON AVE BURR RIDGE IL 60527,,,,,40510.8,123700.0
dupage,0925404009,2022-09-07,515000.0,R2022-084155,trustee,false,3,200 77TH ST BURR RIDGE IL 60527,,,,,40510.8,210650.0
dupage,0925404014,2024-06-03,905000.0,DPSOA-24030120,warranty,true,3,7800 DREW AVE BURR RIDGE IL 60527,,,,,40510.8,160505.0
dupage,0925404014,2021-10-01,570000.0,R2021-154090,warranty,true,3,7800 DREW AVE BURR RIDGE IL 60527,,,,,40510.8,129180.0
dupage,0925404015,2022-04-18,760000.0,DPSOA-38627,warranty,true,3,7804 DREW AVE BURR RIDGE IL 60527,,,,,40510.8,179570.0
dupage,0925404016,2022-03-23,300000.0,DPSOA-29837,warranty,true,3,227 79TH ST BURR RIDGE IL 60527,,,,,42253.2,102380.0
dupage,0925404023,2022-04-11,680000.0,DPSOA-36274,warranty,true,3,7816 DREW AVE BURR RIDGE IL 60527,,,,,25700.399999999998,166550.0
dupage,0925405001,2022-01-24,462000.0,DPSOA-8034,warranty,true,3,7701 DREW AVE BURR RIDGE IL 60527,,,,,60983.99999999999,196620.0
dupage,0925405001,2021-09-23,462000.0,R2022-008034,warranty,true,3,7701 DREW AVE BURR RIDGE IL 60527,,,,,60983.99999999999,194390.0
dupage,0925405005,2021-06-21,845800.0,DPSOA-94860,other,false,3,7719 DREW AVE BURR RIDGE IL 60521,,,,,40510.8,265170.0
dupage,0925405017,2024-11-26,460000.0,DPSOA-24070715,warranty,true,3,7740 S COUNTY LINE RD BURR RIDGE IL 60527,,,,,40510.8,146798.0
dupage,0925405024,2023-04-24,750000.0,DPSOA-23024577,warranty,true,3,7820 S COUNTY LINE RD BURR RIDGE IL 60527,,,,,40510.8,314440.0
dupage,0935203001,2023-07-06,9650000.0,DPSOA-23042262,other,false,3,231-51 FRONTAGE RD BURR RIDGE IL 60527,,,,,228254.40000000002,1499850.0
dupage,0935204016,2022-05-11,2350000.0,DPSOA-47031,other,false,3,221 SHORE CT BURR RIDGE IL 60527,,,,,66646.8,468290.0
dupage,0935204018,2023-07-06,5000000.0,DPSOA-23042263,other,false,3,151-280 SHORE DR BURR RIDGE IL 60527,,,,,94960.8,736570.0
dupage,0935205008,2024-12-30,13506890.0,DPSOA-24077662,other,false,3,311 SHORE DR BURR RIDGE IL 60527,,,,,112820.4,1135348.0
dupage,0935205008,2023-02-23,5000000.0,R2023-013175,warranty,true,3,311 SHORE DR BURR RIDGE IL 60527,,,,,112820.4,1043710.0
dupage,0935205020,2023-07-06,8800000.0,DPSOA-23042264,other,false,3,7926-8010 S MADISON ST BURR RIDGE IL 60527,,,,,174675.59999999998,1460840.0
dupage,0935400017,2023-10-04,615000.0,R2023-064996,warranty,true,3,8616 MEADOWBROOK DR BURR RIDGE IL 60527,,,,,23522.4,256350.0
dupage,0935400026,2024-12-30,649900.0,R2025-004691,warranty,true,3,16W559 S FRONTAGE RD BURR RIDGE IL 60527,,,,,21780.0,146168.0
dupage,0935402007,2024-12-31,695000.0,DPSOA-24077848,warranty,true,3,8351 MEADOWBROOK DR BURR RIDGE IL 60527,,,,,116740.8,265738.0
dupage,0935402042,2022-07-06,1725000.0,R2022-065038,warranty,true,3,8549 TIMBER RIDGE DR BURR RIDGE IL 60527,,,,,28314.0,534170.0
dupage,0935402055,2022-06-17,310000.0,DPSOA-58809,other,false,3,8425 MEADOWBROOK DR BURR RIDGE IL 60527,,,,,31363.199999999997,77050.0
dupage,0935402059,2022-06-17,305000.0,DPSOA-58810,other,false,3,8425 MEADOWBROOK DR BURR RIDGE IL 60527,,,,,30056.399999999998,77050.0
dupage,0935402062,2024-09-17,4968000.0,DPSOA-24054363,trustee,false,3,215-35 W 83RD ST BURR RIDGE IL 60527,,,,,133729.19999999998,1260195.0
dupage,0935403028,2021-03-11,660000.0,DPSOA-39528,other,false,3,16W171 83RD ST BURR RIDGE IL 60521,,,,,40075.200000000004,338930.0
dupage,0935403030,2022-06-21,4900000.0,R2022-099976,warranty,true,3,8320 S MADISON ST BURR RIDGE IL 60527,,,,,218671.19999999998,1982510.0
dupage,0935403031,2022-11-08,4900000.0,DPSOA-22099976,other,false,3,8320 S MADISON ST BURR RIDGE IL 60527,,,,,66646.8,172050.0
dupage,0935404001,2022-01-03,1510000.0,DPSOA-384,other,false,3,804 LAKEVIEW LN BURR RIDGE IL 60527,,,,,41382.0,503280.0
dupage,0935404001,2021-12-15,1510000.0,R2022-000384,trustee,false,3,804 LAKEVIEW LN BURR RIDGE IL 60527,,,,,41382.0,575950.0
dupage,0935404002,2021-04-08,1600000.0,DPSOA-56040,warranty,true,3,812 LAKEVIEW LN BURR RIDGE IL 60527,,,,,38332.8,564310.0
dupage,0935404009,2021-08-06,116000.0,R2021-130682,trustee,false,3,8649 TIMBER RIDGE DR BURR RIDGE IL 60527,,,,,23958.000000000004,343900.0
dupage,0936100001,2024-03-27,318000.0,DPSOA-24016151,warranty,true,3,15W773 79TH ST BURR RIDGE IL 60527,,,,,18730.8,101513.0
dupage,0936100004,2022-03-11,695000.0,DPSOA-25978,warranty,true,3,15W749 79TH ST BURR RIDGE IL 60527,,,,,16552.8,210030.0
dupage,0936100005,2023-11-06,355000.0,DPSOA-23071578,warranty,true,3,15W737 79TH ST HINSDALE IL 60521,,,,,16552.8,99700.0
dupage,0936101001,2023-09-15,356000.0,R2023-064421,trustee,false,3,15W765 80TH ST BURR RIDGE IL 60527,,,,,24393.600000000002,88780.0
dupage,0936101005,2022-10-03,361000.0,DPSOA-22090188,warranty,true,3,9S165 MADISON ST HINSDALE IL 60521,,,,,24393.600000000002,116190.0
dupage,0936101012,2021-03-19,300000.0,DPSOA-44067,other,false,3,15W738 81ST ST BURR RIDGE IL 60521,,,,,36590.4,99990.0
dupage,0936102003,2022-01-14,300000.0,DPSOA-5205,warranty,true,3,9S241 MADISON ST BURR RIDGE IL 60527,,,,,26136.0,102390.0
dupage,0936102003,2021-11-30,300000.0,R2022-005205,warranty,true,3,9S241 MADISON ST BURR RIDGE IL 60527,,,,,26136.0,101220.0
dupage,0936102012,2022-04-25,1045000.0,DPSOA-40888,warranty,true,3,15W645 81ST ST BURR RIDGE IL 60527,,,,,37897.2,192680.0
dupage,0936102018,2024-01-04,425000.0,DPSOA-24000612,trustee,false,3,15W676 82ND ST BURR RIDGE IL 60527,,,,,37897.2,142916.0
dupage,0936102018,2023-12-20,425000.0,R2024-000612,trustee,false,3,15W676 82ND ST BURR RIDGE IL 60527,,,,,37897.2,131380.0
dupage,0936102019,2022-01-10,520000.0,DPSOA-2965,other,false,3,15W668 82ND ST BURR RIDGE IL 60521,,,,,37897.2,137330.0
dupage,0936103002,2021-08-09,490000.0,DPSOA-119885,warranty,true,3,15W739 82ND ST BURR RIDGE IL 60527,,,,,37461.6,126540.0
dupage,0936103013,2023-11-30,300000.0,DPSOA-23076146,trustee,false,3,15W670 83RD ST BURR RIDGE IL 60527,,,,,36590.4,87670.0
dupage,0936103024,2023-10-13,190000.0,DPSOA-23066363,trustee,false,3,15W780 83RD ST BURR RIDGE IL 60521,,,,,44431.200000000004,108770.0
dupage,0925201006,2024-08-24,1870000.0,R2024-052661,warranty,true,3,7210 GIDDINGS AVE BURR RIDGE IL 60527,,,,,15245.999999999998,272657.0
dupage,0925202003,2022-08-23,385000.0,R2022-085292,warranty,true,3,7213 GIDDINGS AVE BURR RIDGE IL 60527,,,,,15681.599999999999,103090.0
dupage,0925205006,2021-01-05,234000.0,R2021-006203,executor,false,3,120 W 74TH ST BURR RIDGE IL 60527,,,,,12632.4,83460.0
dupage,0925205012,2023-06-09,325000.0,R2023-037058,trustee,false,3,150 W 74TH ST BURR RIDGE IL 60527,,,,,12632.4,92670.0
dupage,0925206007,2022-07-20,320000.0,R2022-069785,warranty,true,3,7310 S PARK AVE BURR RIDGE IL 60527,,,,,13068.0,90620.0
dupage,0925207004,2023-08-11,335000.0,R2023-054629,warranty,true,3,7349 S PARK AVE BURR RIDGE IL 60527,,,,,13068.0,78990.0
dupage,0925207007,2022-09-06,605000.0,R2022-088174,warranty,true,3,7330 HAMILTON AVE BURR RIDGE IL 60527,,,,,13068.0,180390.0
dupage,0925207009,2022-03-14,250000.0,R2022-031173,warranty,true,3,7350 HAMILTON AVE BURR RIDGE IL 60527,,,,,19166.4,239170.0
dupage,0925207015,2024-12-02,505000.0,R2024-074666,warranty,true,3,7320 HAMILTON AVE BURR RIDGE IL 60527,,,,,13068.0,98207.0
dupage,0925207018,2023-12-06,1200000.0,R2023-078992,warranty,true,3,15W256 N FRONTAGE RD BURR RIDGE IL 60527,,,,,19602.0,100250.0
dupage,0925208013,2021-07-22,375000.0,R2021-115889,warranty,true,3,15W230 N FRONTAGE RD BURR RIDGE IL 60527,,,,,5662.8,14660.0
dupage,0925210014,2024-08-01,600000.0,R2024-043987,warranty,false,2,15W320 FRONTAGE RD BURR RIDGE IL 60527,,,,,65340.0,467113.0
dupage,0925301009,2023-12-01,7735585.0,R2023-076643,warranty,true,3,7531 BRUSH HILL RD BURR RIDGE IL 60527,,,,,136778.4,1348800.0
dupage,0925302019,2023-02-27,1700000.0,R2023-012208,warranty,true,3,7750 S GRANT ST BURR RIDGE IL 60521,,,,,74487.59999999999,551790.0
dupage,0925303007,2022-03-24,800000.0,R2022-065040,trustee,false,3,7701 S GRANT ST BURR RIDGE IL 60527,,,,,31798.8,197750.0
dupage,0925303016,2023-08-02,6735000.0,R2023-050706,warranty,true,3,405-09 HEATHROW CT BURR RIDGE IL 60482,,,,,88426.79999999999,665640.0
dupage,0925304003,2022-11-14,550000.0,R2022-107296,warranty,true,3,7706 S GRANT ST BURR RIDGE IL 60527,,,,,108464.40000000001,101930.0
dupage,0925400005,2022-09-27,660000.0,R2022-091253,trustee,false,3,7524 HAMILTON AVE BURR RIDGE IL 60527,,,,,100623.6,174330.0
dupage,0925400011,2024-05-20,364000.0,R2024-031344,trustee,false,3,7630 S HAMILTON AVE BURR RIDGE IL 60527,,,,,122839.2,191518.0
dupage,0925401008,2022-05-25,700000.0,R2022-056901,warranty,true,3,7607 HAMILTON AVE BURR RIDGE IL 60527,,,,,40510.8,202180.0
dupage,0925401025,2022-02-26,1080000.0,R2022-031999,warranty,true,3,7620 DREW AVE BURR RIDGE IL 60527,,,,,40510.8,272750.0
dupage,0925402002,2023-06-15,500000.0,R2023-039535,executor,false,3,120 75TH ST BURR RIDGE IL 60527,,,,,41382.0,176920.0
dupage,0925402003,2021-06-11,1057000.0,R2021-138520,trustee,false,3,7511 DREW AVE BURR RIDGE IL 60527,,,,,40510.8,257080.0
dupage,0925402017,2021-04-02,815000.0,R2021-053813,trustee,false,3,7508 S COUNTY LINE RD BURR RIDGE IL 60527,,,,,31798.8,237880.0
dupage,0925403007,2021-07-12,850000.0,R2021-122586,warranty,true,3,7810 HAMILTON AVE BURR RIDGE IL 60527,,,,,101059.2,291260.0
dupage,0925403013,2021-02-17,550000.0,R2021-038188,warranty,true,3,311 79TH ST BURR RIDGE IL 60527,,,,,40075.200000000004,143080.0
dupage,0925403014,2022-09-02,775000.0,R2022-092923,warranty,true,3,307 79TH ST BURR RIDGE IL 60527,,,,,40075.200000000004,223850.0
dupage,0925404001,2024-06-04,399900.0,R2024-031533,trustee,false,3,7703 HAMILTON AVE BURR RIDGE IL 60527,,,,,40510.8,101883.0
dupage,0925404014,2024-05-15,905000.0,R2024-030120,warranty,true,3,7800 DREW AVE BURR RIDGE IL 60527,,,,,40510.8,160505.0
dupage,0925404015,2022-04-04,760000.0,R2022-038627,warranty,true,3,7804 DREW AVE BURR RIDGE IL 60527,,,,,40510.8,179570.0
dupage,0925404016,2022-03-01,300000.0,R2022-029837,warranty,true,3,227 79TH ST BURR RIDGE IL 60527,,,,,42253.2,102380.0
dupage,0925404023,2022-04-05,680000.0,R2022-036274,warranty,true,3,7816 DREW AVE BURR RIDGE IL 60527,,,,,25700.399999999998,166550.0
dupage,0925405005,2021-05-26,845800.0,R2021-094860,warranty,true,3,7719 DREW AVE BURR RIDGE IL 60521,,,,,40510.8,265170.0
dupage,0925405017,2024-11-15,460000.0,R2024-070715,warranty,true,3,7740 S COUNTY LINE RD BURR RIDGE IL 60527,,,,,40510.8,146798.0
dupage,0925405024,2023-04-18,750000.0,R2023-024577,warranty,true,3,7820 S COUNTY LINE RD BURR RIDGE IL 60527,,,,,40510.8,314440.0
dupage,0935203001,2023-06-29,9650000.0,R2023-042262,warranty,true,3,231-51 FRONTAGE RD BURR RIDGE IL 60527,,,,,228254.40000000002,1499850.0
dupage,0935204016,2022-05-03,2350000.0,R2022-047031,trustee,false,3,221 SHORE CT BURR RIDGE IL 60527,,,,,66646.8,468290.0
dupage,0935204018,2023-06-29,5000000.0,R2023-042263,warranty,true,3,151-280 SHORE DR BURR RIDGE IL 60527,,,,,94960.8,736570.0
dupage,0935205008,2024-12-17,13506890.0,R2024-077662,warranty,true,3,311 SHORE DR BURR RIDGE IL 60527,,,,,112820.4,1135348.0
dupage,0935205020,2023-06-29,8800000.0,R2023-042264,warranty,true,3,7926-8010 S MADISON ST BURR RIDGE IL 60527,,,,,174675.59999999998,1460840.0
dupage,0935402007,2024-12-06,695000.0,R2024-077848,warranty,true,3,8351 MEADOWBROOK DR BURR RIDGE IL 60527,,,,,116740.8,265738.0
dupage,0935402055,2022-06-07,310000.0,R2022-058809,trustee,false,3,8425 MEADOWBROOK DR BURR RIDGE IL 60527,,,,,31363.199999999997,77050.0
dupage,0935402059,2022-06-07,305000.0,R2022-058810,trustee,false,3,8425 MEADOWBROOK DR BURR RIDGE IL 60527,,,,,30056.399999999998,77050.0
dupage,0935402062,2024-08-26,4968000.0,R2024-054363,trustee,false,3,215-35 W 83RD ST BURR RIDGE IL 60527,,,,,133729.19999999998,1260195.0
dupage,0935403028,2021-03-01,660000.0,R2021-039528,warranty,false,2,16W171 83RD ST BURR RIDGE IL 60521,,,,,40075.200000000004,338930.0
dupage,0936100001,2024-03-14,318000.0,R2024-016151,warranty,true,3,15W773 79TH ST BURR RIDGE IL 60527,,,,,18730.8,101513.0
dupage,0936100004,2022-02-10,695000.0,R2022-025978,warranty,true,3,15W749 79TH ST BURR RIDGE IL 60527,,,,,16552.8,210030.0
dupage,0936100005,2023-10-27,355000.0,R2023-071578,warranty,true,3,15W737 79TH ST HINSDALE IL 60521,,,,,16552.8,99700.0
dupage,0936101005,2022-09-29,361000.0,R2022-090188,warranty,true,3,9S165 MADISON ST HINSDALE IL 60521,,,,,24393.600000000002,116190.0
dupage,0936101012,2021-01-18,300000.0,R2021-044067,trustee,false,3,15W738 81ST ST BURR RIDGE IL 60521,,,,,36590.4,99990.0
dupage,0936102012,2022-04-14,1045000.0,R2022-040888,warranty,true,3,15W645 81ST ST BURR RIDGE IL 60527,,,,,37897.2,192680.0
dupage,0936103002,2021-07-12,490000.0,R2021-119885,warranty,true,3,15W739 82ND ST BURR RIDGE IL 60527,,,,,37461.6,126540.0
dupage,0936103013,2023-11-15,300000.0,R2023-076146,trustee,false,3,15W670 83RD ST BURR RIDGE IL 60527,,,,,36590.4,87670.0
dupage,0936103024,2023-10-03,190000.0,R2023-066363,trustee,false,3,15W780 83RD ST BURR RIDGE IL 60521,,,,,44431.200000000004,108770.0
dupage,0936103013,2023-03-11,125000.0,R2023-021601,trustee,false,3,15W670 83RD ST BURR RIDGE IL 60527,,,,,36590.4,87670.0
dupage,0936104035,2024-04-02,610000.0,R2024-018597,trustee,false,3,24 PINE TREE LN BURR RIDGE IL 60527,,,,,3484.8,194455.0
dupage,0936104036,2021-03-01,492500.0,DPSOA-32218,other,false,3,22 PINE TREE LN BURR RIDGE IL 60527,,,,,3484.8,182010.0
dupage,0936104037,2021-07-20,560000.0,DPSOA-109689,other,false,3,20 PINE TREE LN BURR RIDGE IL 60527,,,,,3484.8,182010.0
dupage,0936104040,2024-02-02,482196.0,DPSOA-24005815,quit_claim,false,3,14 PINE TREE LN BURR RIDGE IL 60527,,,,,3484.8,172536.0
dupage,0936104048,2021-11-09,470000.0,DPSOA-163688,warranty,true,3,42 PINE TREE LN BURR RIDGE IL 60527,,,,,3484.8,182010.0
dupage,0936104053,2021-02-10,425000.0,DPSOA-22814,other,false,3,45 PINE TREE LN BURR RIDGE IL 60527,,,,,3484.8,141670.0
dupage,0936104056,2023-09-19,841000.0,R2023-065303,warranty,true,3,467 81ST ST BURR RIDGE IL 60527,,,,,16988.4,232280.0
dupage,0936104059,2021-03-26,580000.0,DPSOA-48660,warranty,true,3,63 PINE TREE LN BURR RIDGE IL 60527,,,,,3484.8,192130.0
dupage,0936104064,2021-06-07,565000.0,DPSOA-87547,other,false,3,53 PINE TREE LN BURR RIDGE IL 60527,,,,,3484.8,192080.0
dupage,0936105025,2023-04-04,650000.0,DPSOA-23019909,warranty,true,3,8250 LAKE RIDGE DR BURR RIDGE IL 60527,,,,,28314.0,247040.0
dupage,0936106005,2021-05-27,870000.0,DPSOA-82082,warranty,true,3,480 81ST ST BURR RIDGE IL 60527,,,,,20037.600000000002,280300.0
dupage,0936106008,2024-01-02,715000.0,DPSOA-24000132,warranty,true,3,8130 RIDGEPOINTE DR BURR RIDGE IL 60527,,,,,20473.199999999997,244712.0
dupage,0936106008,2023-12-14,715000.0,R2024-000132,warranty,true,3,8130 RIDGEPOINTE DR BURR RIDGE IL 60527,,,,,20473.199999999997,224960.0
dupage,0936106010,2023-04-28,776000.0,R2023-033438,warranty,true,3,8170 RIDGEPOINTE DR BURR RIDGE IL 60527,,,,,20473.199999999997,251390.0
dupage,0936106014,2024-09-12,92000.0,DPSOA-24053505,quit_claim,false,2,8240 RIDGEPOINT DR BURR RIDGE IL 60527,,,,,20473.199999999997,292096.0
dupage,0936106016,2024-02-06,745000.0,DPSOA-24006396,warranty,true,3,8282 RIDGEPOINTE DR BURR RIDGE IL 60521,,,,,22651.2,266141.0
dupage,0936106023,2021-01-20,780000.0,DPSOA-9913,warranty,true,3,4 LAKE RIDGE CT BURR RIDGE IL 60527,,,,,25700.399999999998,243200.0
dupage,0936106028,2024-06-20,1500000.0,DPSOA-24034125,trustee,false,3,8151 LAKE RIDGE DR BURR RIDGE IL 60527,,,,,30056.399999999998,392478.0
dupage,0936107005,2023-02-22,730000.0,DPSOA-23010303,trustee,false,3,8181 RIDGEPOINTE DR BURR RIDGE IL 60527,,,,,20037.600000000002,249350.0
dupage,0936107006,2024-12-12,695000.0,DPSOA-24074165,warranty,true,3,8201 RIDGEPOINTE DR BURR RIDGE IL 60527,,,,,20037.600000000002,248954.0
dupage,0936109003,2022-08-23,625000.0,DPSOA-22078999,other,false,3,3 BERKSHIRE LN BURR RIDGE IL 60527,,,,,3920.3999999999996,226510.0
dupage,0936109009,2024-09-18,850000.0,DPSOA-24054926,trustee,false,3,9 BRISTOL CT BURR RIDGE IL 60527,,,,,3920.3999999999996,212360.0
dupage,0936109013,2023-09-12,789900.0,DPSOA-23058941,trustee,false,3,13 LAKE RIDGE CLUB CT BURR RIDGE IL 60527,,,,,3920.3999999999996,209940.0
dupage,0936109026,2024-08-09,395000.0,DPSOA-24045858,trustee,false,2,26 LAKE RIDGE CLUB DR BURR RIDGE IL 60527,,,,,3920.3999999999996,242308.0
dupage,0936109028,2024-06-18,900000.0,DPSOA-24033798,trustee,false,3,28 LAKE RIDGE CLUB BURR RIDGE IL 60521,,,,,3920.3999999999996,243047.0
dupage,0936109030,2022-01-24,655000.0,DPSOA-8430,other,false,3,30 LANCASTER CT BURR RIDGE IL 60527,,,,,3920.3999999999996,207660.0
dupage,0936109030,2021-10-10,655000.0,R2022-008430,trustee,false,3,30 LANCASTER CT BURR RIDGE IL 60527,,,,,3920.3999999999996,205300.0
dupage,0936109036,2023-09-20,800000.0,DPSOA-23060734,trustee,false,3,36 LANCASTER CT BURR RIDGE IL 60527,,,,,3920.3999999999996,220150.0
dupage,0936109039,2021-08-24,550000.0,R2021-132939,warranty,true,3,39 LANCASTER CT BURR RIDGE IL 60521,,,,,3920.3999999999996,208210.0
dupage,0936109042,2024-10-10,940000.0,DPSOA-24059766,warranty,true,3,42 DURHAM CT BURR RIDGE IL 60527,,,,,3920.3999999999996,259963.0
dupage,0936109043,2022-12-20,595000.0,DPSOA-22108948,trustee,false,3,43 DURHAM CT BURR RIDGE IL 60527,,,,,3920.3999999999996,240190.0
dupage,0936109046,2021-01-13,551500.0,R2021-011330,warranty,true,3,46 DURHAM CT BURR RIDGE IL 60527,,,,,3920.3999999999996,183810.0
dupage,0936109061,2022-11-18,625000.0,R2022-106309,trustee,false,3,61 BERKSHIRE CT BURR RIDGE IL 60527,,,,,3920.3999999999996,193320.0
dupage,0936109063,2024-12-17,925000.0,R2025-002675,warranty,true,3,63 BERKSHIRE CT BURR RIDGE IL 60527,,,,,3920.3999999999996,237902.0
dupage,0936109066,2021-05-03,730000.0,DPSOA-68900,warranty,true,3,66 BERKSHIRE CT BURR RIDGE IL 60527,,,,,3920.3999999999996,211100.0
dupage,0936109067,2022-10-26,715000.0,DPSOA-22096832,warranty,true,3,67 BERKSHIRE CT BURR RIDGE IL 60527,,,,,3920.3999999999996,233490.0
dupage,0936109069,2022-04-05,700000.0,DPSOA-34762,warranty,true,3,15W641 81ST ST BURR RIDGE IL 60527,,,,,16988.4,233310.0
dupage,0936109075,2022-03-10,735000.0,DPSOA-25545,warranty,true,3,15W521 81ST ST BURR RIDGE IL 60527,,,,,17424.0,286720.0
dupage,0936200011,2021-05-19,355000.0,DPSOA-78168,warranty,true,3,7906 GARFIELD AVE BURR RIDGE IL 60527,,,,,1306.8,101670.0
dupage,0936200030,2021-10-18,1375000.0,DPSOA-153476,warranty,true,3,351 HIGHLAND CT WILLOWBROOK IL 60527,,,,,30491.999999999996,507860.0
dupage,0936200037,2024-07-17,3500000.0,DPSOA-24040460,warranty,true,3,367 OLD OAK CT BURR RIDGE IL 60527,,,,,35719.2,785761.0
dupage,0936200037,2022-12-06,2600000.0,R2022-107114,trustee,false,3,367 OLD OAK CT BURR RIDGE IL 60527,,,,,35719.2,714500.0
dupage,0936201006,2024-09-24,695250.0,DPSOA-24056237,warranty,false,2,15W214 81ST ST BURR RIDGE IL 60527,,,,,102801.59999999999,359170.0
dupage,0936201018,2024-11-01,2500000.0,DPSOA-24065460,warranty,true,3,8025 HAMILTON AVE BURR RIDGE IL 60527,,,,,50529.6,456180.0
dupage,0936202009,2022-11-07,,R2022-101575,beneficial_interest,false,2,7951 S DREW AVE BURR RIDGE IL 60521,,,,,51836.399999999994,121160.0
dupage,0936202016,2024-02-27,320000.0,DPSOA-24010215,warranty,true,3,7950 S COUNTY LINE RD BURR RIDGE IL 60527,,,,,49658.399999999994,109270.0
dupage,0936202017,2024-10-15,320000.0,DPSOA-24060821,warranty,true,3,7954 S COUNTY LINE RD BURR RIDGE IL 60527,,,,,49658.399999999994,109270.0
dupage,0936203002,2021-05-13,450100.0,DPSOA-75768,other,false,3,8100 GARFIELD AVE BURR RIDGE IL 60527,,,,,16117.199999999999,176090.0
dupage,0936203008,2022-01-11,575000.0,DPSOA-3551,warranty,true,3,8130 GARFIELD AVE BURR RIDGE IL 60527,,,,,16117.199999999999,215270.0
dupage,0936203008,2021-12-21,575000.0,R2022-003551,warranty,true,3,8130 GARFIELD AVE BURR RIDGE IL 60527,,,,,16117.199999999999,212830.0
dupage,0936204002,2024-04-23,346550.0,R2025-030737,warranty,true,3,316 81ST ST BURR RIDGE IL 60527,,,,,16117.199999999999,177964.0
dupage,0936204008,2022-09-26,500000.0,DPSOA-22088329,trustee,false,3,8123 GARFIELD AVE BURR RIDGE IL 60527,,,,,16117.199999999999,177990.0
dupage,0936204014,2021-09-02,469900.0,DPSOA-132058,other,false,3,8124 S PARK AVE BURR RIDGE IL 60527,,,,,16117.199999999999,186290.0
dupage,0936204015,2023-10-16,641600.0,DPSOA-23066883,warranty,true,3,8130 S PARK AVE BURR RIDGE IL 60527,,,,,16117.199999999999,208640.0
dupage,0936205003,2022-03-14,450000.0,DPSOA-26604,warranty,true,3,8200 KATHRYN CT BURR RIDGE IL 60527,,,,,17859.6,177280.0
dupage,0936205011,2021-06-04,517500.0,R2021-100389,warranty,true,3,8224 KATHRYN CT BURR RIDGE IL 60527,,,,,16117.199999999999,189980.0
dupage,0936206008,2021-01-27,1850000.0,DPSOA-13803,other,false,3,15W201 81ST ST BURR RIDGE IL 60527,,,,,108028.8,669420.0
dupage,0936206011,2024-04-04,668000.0,R2024-020855,warranty,true,3,8129 KATHRYN CT BURR RIDGE IL 60527,,,,,16117.199999999999,196772.0
dupage,0936206012,2022-04-28,590000.0,DPSOA-42923,other,false,2,8133 KATHRYN CT BURR RIDGE IL 60527,,,,,16117.199999999999,217700.0
dupage,0936206014,2021-06-11,650000.0,R2021-101973,warranty,true,3,8143 KATHRYN CT BURR RIDGE IL 60527,,,,,23958.000000000004,197520.0
dupage,0936206016,2024-09-11,805000.0,DPSOA-24053262,trustee,false,3,8205 KATHRYN CT BURR RIDGE IL 60527,,,,,16117.199999999999,218267.0
dupage,0936207002,2021-06-03,665000.0,DPSOA-85624,other,false,3,8215 KATHRYN CT BURR RIDGE IL 60527,,,,,16117.199999999999,214150.0
dupage,0936207007,2021-04-09,530000.0,DPSOA-56370,other,false,3,8218 WINDSOR CT BURR RIDGE IL 60527,,,,,23958.000000000004,176670.0
dupage,0936208002,2024-08-20,1550000.0,R2025-004198,trustee,false,3,9S175 DREW AVE BURR RIDGE IL 60527,,,,,110206.79999999999,452459.0
dupage,0936208005,2023-06-29,1125000.0,DPSOA-23040889,trustee,false,3,8000 S COUNTY LINE RD BURR RIDGE IL 60527,,,,,175111.19999999998,170150.0
